Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
11560000,-0.2717446,4.88782816229117,0.23253433,0.33253588516746413,0.33253588516746413,1.0
11570000,-0.27260545,4.828274760383387,0.23878309,0.3405103668261563,0.3405103668261563,1.0
11580000,-0.27553648,4.923263327948304,0.23651901,0.32041969330104925,0.32041969330104925,1.0
11590000,-0.27651352,4.874702616970658,0.23854098,0.32989690721649484,0.32989690721649484,1.0
11600000,-0.2794375,4.821829855537721,0.24463823,0.32423756019261635,0.32423756019261635,1.0
11610000,-0.28032207,4.837469975980785,0.2466351,0.3314696485623003,0.3314696485623003,1.0
11620000,-0.28333104,4.931617055510861,0.23256056,0.3145615446500402,0.3145615446500402,1.0
11630000,-0.28432554,4.862261146496815,0.2370174,0.3346550356859635,0.3346550356859635,1.0
11640000,-0.28751716,4.917408906882591,0.23821405,0.32982171799027554,0.32982171799027554,1.0
11650000,-0.28855377,4.8330696202531644,0.2392617,0.3425632911392405,0.3425632911392405,1.0
11660000,-0.2916461,4.834651898734177,0.24067186,0.3322784810126582,0.3322784810126582,1.0
11670000,-0.29263356,4.98119378577269,0.239908,0.31561733442354867,0.31561733442354867,1.0
11680000,-0.29552236,4.846031746031746,0.24099776,0.34944532488114105,0.34944532488114105,1.0
11690000,-0.29644486,4.919117647058823,0.23652332,0.32598039215686275,0.32598039215686275,1.0
11700000,-0.29928413,4.875697211155378,0.23685554,0.32669322709163345,0.32669322709163345,1.0
11710000,-0.30028766,4.910986367281476,0.23443502,0.31945556445156126,0.31945556445156126,1.0
11720000,-0.30325115,4.790259230164964,0.23321491,0.3236449332285939,0.3236449332285939,1.0
11730000,-0.30420548,4.849720223820944,0.24215338,0.35571542765787373,0.35571542765787373,1.0
11740000,-0.30705786,4.843325339728217,0.24419981,0.3301358912869704,0.3301358912869704,1.0
11750000,-0.3080748,4.805620608899297,0.24459088,0.3559718969555035,0.3559718969555035,1.0
11760000,-0.3109172,4.792393026941363,0.24740419,0.34414556962025317,0.34414556962025317,1.0
11770000,-0.31189734,4.82695374800638,0.25024503,0.3437001594896332,0.3437001594896332,1.0
11780000,-0.31487224,4.883870967741935,0.2464938,0.333065164923572,0.333065164923572,1.0
11790000,-0.31595165,4.836363636363636,0.24993083,0.34810126582278483,0.34810126582278483,1.0
11800000,-0.31887674,4.97140522875817,0.24620265,0.32653061224489793,0.32653061224489793,1.0
11810000,-0.31995443,4.883054892601432,0.2566292,0.35429936305732485,0.35429936305732485,1.0
11820000,-0.32260436,4.825878594249201,0.25531983,0.3514376996805112,0.3514376996805112,1.0
11830000,-0.32355744,4.8576,0.2580997,0.3532695374800638,0.3532695374800638,1.0
11840000,-0.32627377,4.9070691024622715,0.25593287,0.34688995215311,0.34688995215311,1.0
11850000,-0.3273222,4.782091917591125,0.24841748,0.35731225296442687,0.35731225296442687,1.0
11860000,-0.33033082,4.980343980343981,0.2509466,0.323240589198036,0.323240589198036,1.0
11870000,-0.33148593,4.875502008032129,0.24871285,0.3453815261044177,0.3453815261044177,1.0
11880000,-0.33440885,4.926848874598071,0.25590008,0.3512861736334405,0.3512861736334405,1.0
11890000,-0.33564648,4.8954143201930815,0.257386,0.3504823151125402,0.3504823151125402,1.0
11900000,-0.3381834,4.888977002379065,0.24623607,0.34365079365079365,0.34365079365079365,1.0
11910000,-0.33919367,4.790642347343378,0.25167626,0.35340729001584786,0.35340729001584786,1.0
11920000,-0.3420086,4.832802547770701,0.25146377,0.35566188197767146,0.35566188197767146,1.0
